Tahun;Provinsi;Kabupaten/Kota;Sisa Makanan (%);Kayu-Ranting (%);Kertas-Karton (%);Plastik(%);Logam(%);Kain(%);Karet- Kulit (%);Kaca(%);Lainnya(%)
2019;D.I. Yogyakarta;Kab. Sleman;0;0;0;0;0;0;0;0;0
2019;D.I. Yogyakarta;Kota Yogyakarta;66336;14414;8165;14255;2801;898;172;14084;10992
2019;Jawa Timur;Kab. Pacitan;70902;3015;8525;17882;520;208;312;520;2079
2019;Jawa Timur;Kab. Trenggalek;0;0;0;0;0;0;0;0;0
2019;Jawa Timur;Kab. Tulungagung;87226;34132;14222;8533;20858;8912;3792;7585;4361
2019;Jawa Timur;Kab. Blitar;43992;75849;7585;15170;0;0;0;0;1517
2019;Jawa Timur;Kab. Kediri;0;0;0;0;0;0;0;0;0
2019;Jawa Timur;Kab. Malang;250144;5746;26179;57685;1027;4262;1522;2549;7344
2019;Jawa Timur;Kab. Lumajang;73508;31686;11761;32508;2100;5935;2648;2739;12054
2019;Jawa Timur;Kab. Banyuwangi;151825;3747;84655;97054;4193;6780;2542;11374;83852
2019;Jawa Timur;Kab. Bondowoso;62809;2420;7958;26388;1252;1179;1252;1043;0
2019;Jawa Timur;Kab. Situbondo;23371;23371;23371;11218;2804;1870;2804;935;3739
2019;Jawa Timur;Kab. Probolinggo;34027;54443;28242;28753;681;851;20416;340;2382
2019;Jawa Timur;Kab. Pasuruan;0;0;0;0;0;0;0;0;0
2019;Jawa Timur;Kab. Sidoarjo;314054;6254;37972;49141;893;4914;893;2234;30378
2019;Jawa Timur;Kab. Nganjuk;0;0;0;0;0;0;0;0;0
2019;Jawa Timur;Kab. Madiun;63321;4136;7475;19645;1336;2641;10;130;977
2019;Jawa Timur;Kab. Ngawi;13338;66689;13338;26676;4001;4001;1334;1334;2668
2019;Jawa Timur;Kab. Bojonegoro;9284;37138;74275;64991;0;0;0;0;0
2019;Jawa Timur;Kab. Tuban;104877;27648;10357;19746;305;2903;0;2383;10966
2019;Jawa Timur;Kab. Gresik;49753;1185;12438;19546;592;1777;0;1185;31984
2019;Jawa Timur;Kab. Sampang;25035;10848;4339;11015;4172;0;0;417;27455
2019;Jawa Timur;Kab. Pamekasan;0;0;0;0;0;0;0;0;0
2019;Jawa Timur;Kab. Sumenep;77202;1420;27386;22784;0;1196;342;749;394
2019;Jawa Timur;Kota Kediri;14534;15072;8074;12919;538;269;807;969;646
2019;Jawa Timur;Kota Blitar;13723;3521;1346;2356;207;751;777;880;2330
2019;Jawa Timur;Kota Malang;28877;149279;44050;17130;979;1958;1468;489;489
2019;Jawa Timur;Kota Probolinggo;20089;1854;3846;6147;275;309;549;343;687
2019;Jawa Timur;Kota Pasuruan;18160;15333;2060;4217;2060;1677;2396;815;1198
2019;Jawa Timur;Kota Mojokerto;17272;5;2247;3178;76;213;26;116;496
2019;Jawa Timur;Kota Madiun;34524;213;3410;1705;1279;426;426;426;213
2019;Jawa Timur;Kota Surabaya;440921;13071;118775;157826;3897;11934;18916;9093;37427
2019;Jawa Timur;Kota Batu;33159;255;4755;3397;127;212;255;255;42
2019;Banten;Kab. Pandeglang;0;0;0;0;0;0;0;0;0
2019;Banten;Kab. Lebak;55951;22380;18650;27976;14920;9325;9325;18650;9325
2019;Banten;Kab. Tangerang;342313;172176;110220;224810;14664;12236;5147;21558;67977
2019;Banten;Kota Tangerang;354800;12948;51677;63411;9711;13410;12081;10289;49711
2019;Banten;Kota Cilegon;0;0;0;0;0;0;0;0;0
2019;Banten;Kota Tangerang Selatan;41405;282309;15056;30113;0;0;0;0;7528
2019;Bali;Kab. Jembrana;6705;18453;6633;13206;1255;4183;4183;1613;3526
2019;Bali;Kab. Badung;310;53586;1655;0;0;0;0;0;47896
2019;Bali;Kab. Gianyar;55936;37185;17305;27031;5562;1112;1112;636;13031
2019;Bali;Kab. Bangli;4732;27601;789;1577;394;394;197;197;3549
2019;Bali;Kab. Karangasem;0;0;0;0;0;0;0;0;0
2019;Bali;Kab. Buleleng;3658;76547;6888;12454;3450;6521;5566;4074;3181
2019;Bali;Kota Denpasar;166466;11890;4756;35671;2378;2378;2378;0;11890
2019;Nusa Tenggara Barat;Kab. Lombok Timur;86418;52061;6135;18405;2103;7012;701;2279;175
2019;Nusa Tenggara Barat;Kab. Lombok Utara;0;0;0;0;0;0;0;0;0
2019;Kalimantan Barat;Kab. Sambas;39653;5551;14077;24783;297;991;892;1983;10905
2019;Kalimantan Barat;Kab. Mempawah;2565;6413;6413;5130;2565;770;513;513;770
2019;Kalimantan Barat;Kab. Sanggau;0;0;0;0;0;0;0;0;0
2019;Kalimantan Barat;Kab. Ketapang;26047;5581;8372;39070;1860;2791;1860;930;6512
2019;Kalimantan Barat;Kab. Kapuas Hulu;17125;2301;5639;17783;1210;706;2138;1066;67
2019;Kalimantan Barat;Kab. Bengkayang;0;0;0;0;0;0;0;0;0
2019;Kalimantan Barat;Kota Pontianak;115293;2084;10001;8334;2778;0;139;0;278
2019;Kalimantan Tengah;Kab. Kotawaringin Barat;20866;2220;4440;6659;888;888;888;444;7103
2019;Kalimantan Tengah;Kab. Kotawaringin Timur;41433;4599;6677;18633;1674;3716;1085;3982;10172
2019;Kalimantan Tengah;Kab. Kapuas;25626;13008;8000;8780;104;650;0;650;7610
2019;Kalimantan Tengah;Kab. Barito Utara;5725;2290;2672;3817;954;954;382;382;1908
2019;Kalimantan Tengah;Kab. Katingan;9190;332;2124;2313;648;287;506;529;153
2019;Kalimantan Tengah;Kab. Sukamara;0;0;0;0;0;0;0;0;0
2019;Kalimantan Tengah;Kab. Pulang Pisau;5454;6203;3088;5830;740;559;193;415;717
2019;Kalimantan Tengah;Kab. Barito Timur;5742;2038;926;6483;185;1111;1111;556;370
2019;Kalimantan Tengah;Kota Palangkaraya;35858;814;3655;7653;343;665;461;517;1223
2019;Kalimantan Selatan;Kab. Tanah Laut;4883;9765;1465;19531;2441;488;488;488;9277
2019;Kalimantan Selatan;Kab. Kotabaru;30197;1510;6543;7046;1007;1510;1007;1510;0
2019;Kalimantan Selatan;Kab. Barito Kuala;20555;3165;3531;3265;866;566;267;666;433
2019;Kalimantan Selatan;Kab. Tapin;14098;855;2889;8939;179;333;63;38;93
2019;Kalimantan Selatan;Kab. Hulu Sungai Selatan;18743;503;4460;8611;985;156;306;136;68
2019;Kalimantan Selatan;Kab. Hulu Sungai Tengah;23734;854;1142;11922;492;118;283;787;39
2019;Kalimantan Selatan;Kab. Hulu Sungai Utara;19408;2916;3034;4318;341;292;21;2122;2342
2019;Kalimantan Selatan;Kab. Tanah Bumbu;2563;44828;2563;7690;131;2301;131;0;5521
2019;Kalimantan Selatan;Kab. Balangan;11037;1986;2079;2733;404;327;142;289;250
2019;Kalimantan Selatan;Kota Banjarmasin;107543;181;22450;27338;905;362;362;10320;11587
2019;Kalimantan Selatan;Kota Banjarbaru;30810;9062;6645;7854;604;2416;1208;1208;604
2019;Kalimantan Timur;Kab. Paser;23003;92;4267;5706;577;5672;502;1472;540
2019;Kalimantan Timur;Kab. Kutai Kartanegara;56075;743;7912;5963;1548;1191;417;1328;683
2019;Kalimantan Timur;Kab. Berau;32703;756;2373;15628;5686;30;41;585;1240
2019;Kalimantan Timur;Kab. Kutai Timur;23207;15471;7736;19339;3868;3868;1547;1547;774
2019;Kalimantan Timur;Kab. Penajam Paser Utara;1969;7877;15755;7483;5908;276;79;39;0
2019;Kalimantan Timur;Kota Balikpapan;70809;10647;17175;12053;6478;4922;1641;10981;32693
2019;Kalimantan Timur;Kota Samarinda;119056;15609;37909;44375;1449;1383;134;2052;1026
2019;Kalimantan Timur;Kota Bontang;16705;1485;10023;7425;742;4;7;371;360
2019;Kalimantan Utara;Kab. Nunukan;7475;1321;3770;3431;32;32;16;16;16
2019;Kalimantan Utara;Kota Tarakan;23091;6758;9011;9574;563;1126;0;0;6195
2019;Sulawesi Utara;Kab. Minahasa;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kab. Kepulauan Sangihe;2872;6701;1149;3638;957;766;766;1340;957
2019;Sulawesi Utara;Kab. Kepulauan Talaud;14179;709;709;4726;236;473;473;236;1891
2019;Sulawesi Utara;Kab. Minahasa Selatan;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kab. Minahasa Utara;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kab. Minahasa Tenggara;6404;2722;1601;2562;640;480;320;320;961
2019;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kota Bitung;27480;638;10083;10587;145;828;828;1024;4342
2019;Sulawesi Utara;Kota Tomohon;0;0;0;0;0;0;0;0;0
2019;Sulawesi Utara;Kota Kotamobagu;12051;1151;2663;1963;1286;790;587;632;1444
2019;Sulawesi Tengah;Kab. Banggai;0;0;0;0;0;0;0;0;0
2019;Sulawesi Tengah;Kab. Poso;9880;9125;6224;8264;1026;641;608;604;260
2019;Sulawesi Tengah;Kab. Donggala;15411;4403;8806;5724;2642;1321;1321;1321;3082
2019;Sulawesi Tengah;Kab. Parigi Moutong;25844;6461;29897;3297;0;0;0;0;13197
2019;Sulawesi Selatan;Kab. Kepulauan Selayar;10643;2475;4455;3713;990;990;495;495;495
2019;Sulawesi Selatan;Kab. Bulukumba;0;0;0;0;0;0;0;0;0
2019;Sulawesi Selatan;Kab. Bantaeng;8201;7492;2997;3814;327;817;545;300;2725
2019;Sulawesi Selatan;Kab. Sinjai;13667;5436;11259;5668;388;272;815;466;854
2019;Sulawesi Selatan;Kab. Bone;100787;687;14418;11809;4257;549;1785;2609;412
2019;Sulawesi Selatan;Kab. Maros;38141;2598;4568;5248;505;0;0;0;495
2019;Sulawesi Selatan;Kab. Pangkajene Kepulauan;0;0;0;0;0;0;0;0;0
2019;Sulawesi Selatan;Kab. Barru;13313;4260;2130;3994;799;533;266;266;1065
2019;Sulawesi Selatan;Kab. Wajo;24159;10254;3650;10718;1332;1796;1275;1275;3476
2019;Sulawesi Selatan;Kab. Sidenreng Rappang;24689;4232;2733;2910;1984;1587;1852;1940;2160
2019;Sulawesi Selatan;Kab. Enrekang;19283;4714;3857;6856;2571;1286;429;2571;1286
2019;Sulawesi Selatan;Kab. Luwu Utara;18197;20022;2059;3338;211;244;86;479;3252
2019;Sulawesi Selatan;Kab. Luwu Timur;17159;4290;10725;6435;1287;429;858;858;858
2019;Sulawesi Selatan;Kota Parepare;14633;2475;3852;3264;655;455;401;589;428
2019;Sulawesi Selatan;Kota Palopo;11363;11363;7575;3788;3788;0;0;0;0
2019;Sulawesi Tenggara;Kab. Kolaka;36559;2250;5625;5625;2812;562;562;1125;1125
2019;Sulawesi Tenggara;Kab. Buton;0;0;0;0;0;0;0;0;0
2019;Sulawesi Tenggara;Kab. Bombana;3067;11041;1227;3067;409;409;409;204;613
2019;Gorontalo;Kab. Gorontalo;34772;6954;7489;535;535;535;535;535;1605
2019;Gorontalo;Kab. Pohuwato;8708;3207;2570;4757;361;0;0;531;1104
2019;Gorontalo;Kota Gorontalo;10718;7656;5104;17864;5104;2552;1021;1021;0
2019;Sulawesi Barat;Kab. Pasangkayu;0;0;0;0;0;0;0;0;0
2019;Sulawesi Barat;Kab. Polewali Mandar;42039;7980;5202;4200;3586;291;226;174;918
2019;Maluku;Kab. Maluku Tenggara;6361;8179;1272;1272;91;364;273;182;182
2019;Maluku;Kab. Buru Selatan;2460;1342;2236;3466;335;335;224;224;559
2019;Maluku;Kota Ambon;37295;6674;11385;14329;9913;4907;2944;6968;3730
2019;Maluku Utara;Kab. Halmahera Utara;0;0;0;0;0;0;0;0;0
2019;Maluku Utara;Kota Ternate;14248;1504;2797;3588;1662;422;264;976;923
2019;Maluku Utara;Kota Tidore Kepulauan;5633;4142;1988;1955;381;133;249;961;1127
2019;Papua;Kab. Biak Numfor;1208;7166;5909;3140;2801;4;45;960;0
2019;Papua;Kota Jayapura;61219;9756;4417;6086;4002;1890;996;424;3421
2019;Papua Selatan;Kab. Asmat;2135;1423;4270;2847;712;712;712;712;712
2019;Papua Barat Daya;Kab. Raja Ampat;0;0;0;0;0;0;0;0;0
2018;Papua Barat;Kab. Manokwari;24125;0;6031;14256;0;0;0;0;10418

